day_of_week,weather_main,temp,rain_1h,holiday,destination_type,preferred_arrival_hour,traffic_level,best_departure_hour
Monday,Clear,297.41,0.0,No,mall,19,Medium,17
Sunday,Drizzle,292.62,0.31,No,residential,9,Medium,7
Monday,Clear,293.99,0.0,No,residential,10,Low,9
Friday,Clear,303.58,0.0,No,office,9,Medium,7
Wednesday,Rain,295.44,2.06,No,office,8,High,5
Thursday,Clouds,297.39,0.06,No,mall,18,Medium,17
Saturday,Fog,283.3,0.0,No,station,8,Medium,6
Friday,Clouds,305.78,0.12,No,office,8,Medium,6
Saturday,Clear,302.02,0.0,No,station,8,Low,8
Saturday,Fog,290.71,0.0,No,office,12,Low,11
Monday,Clouds,292.18,0.14,No,office,9,Medium,7
Sunday,Clear,296.15,0.0,No,residential,17,Low,16
Monday,Rain,297.95,1.31,No,residential,8,Medium,6
Tuesday,Clouds,298.03,0.12,No,residential,19,Low,19
Monday,Clear,301.66,0.0,No,office,9,Medium,7
Monday,Rain,287.4,1.75,No,residential,7,Medium,5
Friday,Clear,300.87,0.0,No,office,9,Medium,6
Tuesday,Drizzle,294.33,0.63,No,residential,20,Medium,18
Sunday,Clouds,293.22,0.14,No,office,11,Low,11
Monday,Clouds,290.82,0.04,No,office,10,Medium,8
Saturday,Fog,279.47,0.0,No,office,12,Low,11
Wednesday,Clear,295.16,0.0,No,office,9,Medium,6
Friday,Fog,286.56,0.0,Yes,mall,20,High,17
Friday,Rain,291.48,1.49,Yes,station,18,High,15
Friday,Rain,286.09,0.95,No,station,17,Medium,14
Tuesday,Clear,308.88,0.0,No,office,8,Medium,6
Tuesday,Drizzle,292.33,0.54,No,market,18,Medium,15
Friday,Clear,297.02,0.0,No,market,20,Medium,18
Thursday,Clear,299.6,0.0,No,office,8,Medium,6
Tuesday,Clear,296.95,0.0,No,market,11,Low,10
Monday,Fog,284.11,0.0,No,residential,19,Medium,16
Saturday,Haze,290.56,0.0,No,office,11,Low,11
Saturday,Haze,288.37,0.0,Yes,office,11,Low,11
Sunday,Fog,290.42,0.0,No,market,18,Medium,15
Tuesday,Clear,295.54,0.0,No,market,20,Medium,18
Sunday,Fog,292.99,0.0,No,market,20,Medium,17
Wednesday,Haze,287.12,0.0,Yes,office,8,Medium,6
Monday,Clouds,304.13,0.13,No,market,19,Medium,17
Saturday,Clear,298.21,0.0,Yes,mall,21,Medium,19
Sunday,Haze,288.64,0.0,No,office,11,Low,10
Monday,Clear,310.44,0.0,No,residential,9,Low,9
Tuesday,Fog,283.81,0.0,No,office,10,Medium,7
Friday,Fog,292.26,0.0,No,station,19,Medium,16
Wednesday,Rain,286.7,0.64,No,market,10,Medium,8
Thursday,Clear,299.93,0.0,No,station,6,Low,4
Saturday,Haze,299.25,0.0,No,market,10,Medium,8
Saturday,Clear,293.72,0.0,No,market,17,Medium,15
Thursday,Haze,287.85,0.0,No,mall,18,Medium,17
Thursday,Rain,301.07,1.77,No,office,8,High,5
Tuesday,Clear,295.26,0.0,No,office,9,Medium,7
Friday,Rain,288.27,0.83,No,office,9,Medium,6
Tuesday,Clouds,305.38,0.0,No,office,9,Medium,6
Thursday,Clear,302.29,0.0,No,residential,18,Low,18
Saturday,Fog,288.58,0.0,Yes,residential,19,Medium,17
Tuesday,Clear,307.04,0.0,No,residential,20,Low,19
Thursday,Fog,284.8,0.0,No,office,10,Medium,7
Sunday,Clear,300.17,0.0,No,mall,13,Medium,11
Monday,Clear,305.09,0.0,Yes,mall,12,Medium,11
Thursday,Haze,286.87,0.0,No,station,7,Medium,4
Tuesday,Clear,306.3,0.0,No,office,9,Medium,7
Wednesday,Haze,287.76,0.0,No,mall,13,Low,13
Friday,Clouds,291.29,0.13,No,station,6,Low,5
Friday,Clear,307.48,0.0,No,residential,8,Low,8
Monday,Haze,287.51,0.0,No,residential,10,Medium,9
Tuesday,Fog,284.21,0.0,No,office,8,Medium,5
Friday,Clouds,299.11,0.2,No,residential,19,Low,19
Monday,Clear,303.74,0.0,No,residential,18,Low,18
Friday,Clear,308.89,0.0,No,market,19,Medium,16
Wednesday,Rain,293.85,1.82,No,residential,10,Medium,7
Tuesday,Clear,307.91,0.0,No,market,19,Medium,17
Tuesday,Haze,296.44,0.0,No,residential,8,Medium,7
Tuesday,Clear,294.28,0.0,No,office,8,Medium,6
Thursday,Clear,302.71,0.0,No,market,10,Low,10
Monday,Clear,308.21,0.0,No,market,17,Medium,15
Thursday,Clouds,293.39,0.15,Yes,residential,9,Low,9
Saturday,Fog,289.43,0.0,No,mall,11,Low,10
Monday,Clear,299.73,0.0,No,station,19,Medium,17
Saturday,Clear,309.19,0.0,No,office,12,Low,12
Thursday,Clouds,292.75,0.08,No,office,9,Medium,7
Friday,Clear,300.96,0.0,No,residential,7,Low,7
Saturday,Rain,288.01,1.44,No,market,11,Medium,8
Friday,Clear,302.67,0.0,No,station,7,Medium,5
Thursday,Clear,302.1,0.0,No,residential,19,Low,19
Sunday,Clear,306.28,0.0,No,office,10,Low,10
Sunday,Clear,303.81,0.0,No,market,11,Low,11
Wednesday,Fog,279.89,0.0,No,office,10,Medium,7
Wednesday,Clouds,301.06,0.08,No,station,17,Medium,15
Saturday,Rain,294.15,0.67,No,office,12,Low,11
Tuesday,Clouds,297.56,0.08,No,office,8,Medium,6
Wednesday,Clouds,295.08,0.13,No,residential,10,Low,10
Sunday,Haze,291.03,0.0,No,market,11,Low,10
Thursday,Rain,294.77,0.66,No,market,18,Medium,15
Tuesday,Clouds,293.8,0.05,No,mall,13,Low,13
Friday,Clouds,300.33,0.09,No,market,11,Low,11
Friday,Clear,301.76,0.0,No,mall,18,Medium,16
Monday,Clouds,301.66,0.1,No,office,10,Medium,8
Wednesday,Clear,305.17,0.0,No,office,10,Medium,8
Monday,Rain,293.82,1.57,No,mall,18,Medium,16
Sunday,Clouds,294.51,0.06,No,office,12,Low,12
Friday,Rain,290.55,0.79,No,mall,20,Medium,18
Tuesday,Clear,301.0,0.0,No,office,9,Medium,7
Monday,Clouds,294.3,0.1,No,residential,17,Low,17
Thursday,Rain,298.68,1.06,No,residential,10,Medium,8
Thursday,Rain,297.64,0.68,No,market,12,Low,11
Monday,Fog,291.81,0.0,Yes,station,17,High,14
Monday,Fog,284.65,0.0,No,mall,20,Medium,18
Friday,Clouds,291.65,0.05,No,office,9,Medium,6
Sunday,Clouds,299.68,0.1,No,residential,17,Low,17
Friday,Clouds,300.93,0.01,No,residential,9,Low,9
Wednesday,Clear,298.43,0.0,No,station,6,Low,5
Monday,Clouds,294.66,0.07,No,residential,7,Low,6
Saturday,Drizzle,291.67,0.99,No,mall,18,Medium,15
Sunday,Rain,287.33,2.09,No,residential,19,Medium,17
Sunday,Clear,297.72,0.0,No,office,12,Low,12
Wednesday,Clear,311.02,0.0,No,office,9,Medium,7
Friday,Haze,290.22,0.0,No,mall,17,Medium,16
Thursday,Rain,301.48,0.99,No,office,9,Medium,6
Monday,Rain,285.96,1.76,No,market,20,Medium,17
Sunday,Rain,298.25,0.9,No,station,6,Low,5
Thursday,Clouds,294.6,0.13,No,mall,13,Low,13
Thursday,Clouds,292.91,0.12,No,market,12,Low,12
Monday,Clouds,306.62,0.07,No,market,10,Low,10
Wednesday,Clouds,300.82,0.07,No,office,8,Medium,6
Wednesday,Clear,300.32,0.0,No,office,9,Medium,7
Tuesday,Fog,289.25,0.0,No,market,19,Medium,16
Monday,Clear,298.79,0.0,No,residential,20,Low,20
Monday,Clouds,293.78,0.02,No,office,10,Medium,8
Saturday,Clear,305.89,0.0,No,office,10,Low,10
Wednesday,Clouds,305.12,0.16,No,office,9,Medium,7
Friday,Clear,298.7,0.0,No,mall,21,Medium,20
Tuesday,Clear,306.83,0.0,No,office,8,Medium,6
Sunday,Rain,298.33,0.59,No,market,17,Medium,14
Wednesday,Clear,310.39,0.0,No,residential,10,Low,9
Wednesday,Haze,291.36,0.0,No,mall,13,Low,13
Tuesday,Clouds,299.79,0.18,No,market,11,Low,10
Tuesday,Haze,294.2,0.0,No,station,6,Low,5
Monday,Clouds,299.82,0.11,No,residential,18,Low,18
Tuesday,Haze,295.62,0.0,No,market,18,Medium,16
Tuesday,Fog,286.2,0.0,No,office,9,Medium,6
Thursday,Rain,300.13,1.06,No,mall,19,Medium,17
Friday,Fog,290.8,0.0,Yes,office,10,Medium,7
Monday,Fog,287.53,0.0,No,market,17,Medium,14
Saturday,Clear,305.17,0.0,No,office,12,Low,12
Wednesday,Clouds,305.57,0.05,No,station,18,Medium,16
Friday,Clouds,302.93,0.03,No,market,11,Low,11
Monday,Clear,303.56,0.0,No,market,19,Medium,16
Saturday,Clouds,300.37,0.2,No,office,10,Low,10
Tuesday,Clear,309.42,0.0,No,station,18,Medium,16
Saturday,Clouds,292.51,0.17,No,mall,11,Low,11
Tuesday,Haze,295.51,0.0,No,market,10,Medium,9
Friday,Fog,288.37,0.0,No,mall,11,Low,9
Monday,Clouds,303.38,0.02,No,market,10,Low,10
Saturday,Clear,310.32,0.0,No,station,8,Low,8
Friday,Haze,290.25,0.0,No,office,8,Medium,6
Saturday,Clear,294.22,0.0,No,market,10,Low,10
Friday,Rain,300.86,1.85,No,office,8,High,5
Wednesday,Clear,306.8,0.0,No,mall,21,Medium,19
Thursday,Rain,286.03,0.51,No,office,8,Medium,5
Sunday,Clear,305.66,0.0,No,station,17,Low,17
Monday,Rain,289.07,1.33,No,mall,20,Medium,18
Friday,Clear,300.86,0.0,No,office,9,Medium,7
Friday,Clouds,293.09,0.01,No,market,11,Low,10
Sunday,Clear,311.28,0.0,No,residential,19,Low,19
Wednesday,Rain,296.61,0.63,No,office,8,Medium,5
Sunday,Clear,310.44,0.0,No,mall,17,Medium,15
Wednesday,Drizzle,286.56,0.87,No,office,9,Medium,6
Thursday,Clear,301.39,0.0,No,office,9,Medium,7
Tuesday,Clouds,298.99,0.12,No,office,9,Medium,7
Sunday,Clouds,296.84,0.14,No,residential,7,Low,7
Thursday,Fog,282.9,0.0,No,office,10,Medium,7
Friday,Drizzle,287.68,0.91,No,market,20,Medium,17
Thursday,Rain,287.1,0.95,No,station,7,Medium,4
Saturday,Fog,289.61,0.0,No,station,6,Low,5
Friday,Clear,311.94,0.0,No,market,10,Low,10
Thursday,Clouds,302.71,0.19,No,office,9,Medium,7
Tuesday,Clouds,304.1,0.02,No,office,9,Medium,7
Thursday,Clear,309.52,0.0,No,office,9,Medium,7
Tuesday,Clouds,303.39,0.19,No,office,8,Medium,6
Friday,Rain,295.39,1.73,No,office,8,High,5
Monday,Clear,294.13,0.0,No,office,9,Medium,7
Monday,Clouds,303.27,0.17,No,office,9,Medium,7
Thursday,Clear,305.69,0.0,No,market,12,Low,12
Thursday,Clear,300.8,0.0,No,mall,21,Medium,19
Tuesday,Thunderstorm,301.31,2.59,No,office,8,High,5
Tuesday,Haze,287.76,0.0,No,station,19,Medium,17
Monday,Clouds,301.69,0.04,No,office,10,Medium,8
Thursday,Clear,311.6,0.0,No,mall,13,Low,13
Thursday,Clouds,303.64,0.14,No,market,11,Low,11
Tuesday,Clear,299.78,0.0,No,station,18,Medium,16
Monday,Clear,312.11,0.0,No,office,8,Medium,6
Monday,Clear,308.05,0.0,Yes,mall,21,Medium,18
Tuesday,Clouds,296.47,0.01,No,office,8,Medium,6
Friday,Clear,309.09,0.0,No,mall,13,Low,13
Friday,Clear,296.34,0.0,No,market,17,Medium,15
Wednesday,Clear,301.14,0.0,No,office,9,Medium,7
Saturday,Rain,300.82,0.72,No,market,12,Medium,10
Friday,Clear,311.23,0.0,No,office,9,Medium,7
Monday,Fog,287.17,0.0,No,market,19,Medium,16
Friday,Clouds,290.38,0.13,No,mall,13,Low,13
Tuesday,Clouds,291.34,0.09,No,office,8,Medium,6
Sunday,Drizzle,298.41,0.56,No,residential,17,Medium,15
Wednesday,Clouds,291.88,0.19,No,office,8,Medium,6
Tuesday,Thunderstorm,298.95,2.47,No,mall,20,Medium,17
Tuesday,Clear,302.27,0.0,No,residential,19,Low,19
Thursday,Clear,303.22,0.0,No,office,9,Medium,7
Sunday,Clouds,300.54,0.11,Yes,office,10,Low,10
Monday,Clouds,306.35,0.13,No,mall,17,Medium,16
Sunday,Clouds,294.6,0.19,Yes,office,11,Low,11
Monday,Clear,301.63,0.0,No,residential,19,Low,19
Tuesday,Fog,285.88,0.0,No,station,7,Medium,4
Saturday,Clear,297.16,0.0,No,mall,19,Medium,17
Monday,Clear,298.83,0.0,No,residential,19,Low,18
Wednesday,Clear,303.42,0.0,No,residential,7,Low,7
Monday,Clear,312.1,0.0,No,office,8,Medium,5
Thursday,Rain,287.36,1.34,No,market,11,Medium,8
Friday,Clear,308.9,0.0,No,residential,19,Low,19
Sunday,Clouds,307.0,0.08,Yes,market,18,Medium,16
Sunday,Clouds,301.63,0.05,Yes,market,18,Medium,16
Friday,Clear,294.92,0.0,No,office,9,Medium,7
Monday,Haze,290.28,0.0,No,residential,18,Medium,17
Monday,Rain,296.3,0.62,No,office,9,Medium,6
Tuesday,Clear,311.87,0.0,No,mall,21,Medium,20
Tuesday,Rain,292.34,0.75,Yes,station,8,High,5
Thursday,Rain,297.01,1.42,No,office,8,High,5
Sunday,Haze,297.27,0.0,No,residential,20,Medium,19
Sunday,Clouds,298.51,0.01,No,mall,11,Low,11
Sunday,Haze,288.08,0.0,No,mall,19,Medium,17
Wednesday,Clear,296.19,0.0,No,mall,11,Low,11
Thursday,Haze,300.01,0.0,No,mall,12,Low,12
Wednesday,Clear,293.63,0.0,No,office,9,Medium,7
Tuesday,Clear,294.71,0.0,No,office,9,Medium,7
Wednesday,Clear,311.08,0.0,No,office,8,Medium,5
Monday,Haze,289.23,0.0,No,office,8,Medium,6
Monday,Fog,282.14,0.0,No,market,17,Medium,14
Tuesday,Haze,299.3,0.0,No,market,12,Low,11
Sunday,Clouds,306.43,0.02,Yes,market,12,Medium,11
Monday,Drizzle,290.64,1.05,No,mall,17,Medium,15
Thursday,Thunderstorm,296.09,1.33,No,mall,21,Medium,19
Friday,Haze,287.93,0.0,No,office,9,Medium,7
Thursday,Rain,300.89,2.08,No,market,19,Medium,16
Saturday,Drizzle,295.32,0.64,No,office,10,Medium,7
Thursday,Haze,292.57,0.0,No,market,20,Medium,18
Thursday,Clear,301.26,0.0,No,residential,18,Low,18
Thursday,Drizzle,287.88,0.51,No,mall,18,Medium,16
Tuesday,Rain,297.82,1.43,No,office,9,High,6
Monday,Rain,295.28,1.78,No,market,17,Medium,14
Thursday,Haze,289.42,0.0,No,office,9,Medium,7
Friday,Clouds,293.32,0.11,No,office,10,Medium,7
Tuesday,Clear,297.51,0.0,No,market,17,Medium,15
Thursday,Clear,294.3,0.0,No,market,20,Medium,17
Thursday,Clear,308.48,0.0,No,station,17,Medium,15
Saturday,Clear,309.3,0.0,No,station,7,Low,7
Friday,Clear,293.59,0.0,No,office,8,Medium,6
Tuesday,Clouds,304.0,0.05,No,market,18,Medium,15
Monday,Clear,306.98,0.0,No,office,8,Medium,5
Thursday,Clear,309.15,0.0,Yes,residential,7,Low,7
Tuesday,Rain,289.09,1.78,No,station,17,High,14
Thursday,Clear,307.98,0.0,No,mall,20,Medium,18
Saturday,Haze,294.87,0.0,No,office,11,Low,11
Friday,Haze,298.53,0.0,No,office,10,Medium,8
Saturday,Clear,297.12,0.0,No,station,19,Low,19
Wednesday,Clear,311.45,0.0,No,office,8,Medium,5
Thursday,Fog,287.38,0.0,Yes,office,8,Medium,5
Wednesday,Clouds,299.39,0.1,No,station,6,Low,4
Sunday,Haze,299.07,0.0,No,office,10,Medium,8
Tuesday,Clouds,298.25,0.17,Yes,mall,12,Medium,10
Thursday,Clear,298.74,0.0,Yes,office,8,Medium,6
Friday,Clear,306.03,0.0,No,mall,11,Low,11
Tuesday,Rain,301.39,0.78,No,market,11,Low,9
Thursday,Haze,297.21,0.0,No,market,17,Medium,14
Tuesday,Clouds,297.52,0.14,No,residential,7,Low,7
Tuesday,Haze,300.03,0.0,No,market,12,Low,12
Wednesday,Clouds,295.07,0.03,No,market,20,Medium,17
Sunday,Clear,311.82,0.0,No,office,11,Low,11
Saturday,Haze,296.12,0.0,No,office,10,Medium,9
Thursday,Clouds,293.75,0.0,No,office,9,Medium,6
Thursday,Clear,310.16,0.0,Yes,market,20,Medium,18
Wednesday,Fog,289.69,0.0,No,office,9,Medium,6
Friday,Clear,310.35,0.0,No,mall,17,Medium,16
Tuesday,Clear,293.34,0.0,No,residential,8,Low,8
Sunday,Clouds,303.94,0.12,No,mall,13,Medium,12
Wednesday,Clear,308.3,0.0,No,office,9,Medium,7
Thursday,Rain,290.6,0.67,No,office,9,Medium,6
Friday,Clouds,294.41,0.08,No,mall,12,Low,12
Friday,Clear,307.69,0.0,Yes,market,17,Medium,15
Friday,Fog,284.92,0.0,No,mall,19,Medium,17
Monday,Clear,297.07,0.0,No,office,8,Medium,5
Monday,Fog,285.73,0.0,No,mall,18,Medium,16
Thursday,Clear,299.36,0.0,No,market,11,Low,11
Friday,Rain,299.29,1.36,No,station,8,High,5
Friday,Clouds,295.65,0.15,No,mall,13,Low,12
Sunday,Clouds,304.18,0.2,No,station,7,Low,6
Tuesday,Haze,287.3,0.0,No,office,9,Medium,7
Sunday,Drizzle,292.01,0.62,No,office,12,Low,11
Tuesday,Haze,291.5,0.0,No,residential,20,Medium,19
Friday,Haze,288.74,0.0,Yes,mall,20,High,17
Friday,Clear,308.76,0.0,No,market,12,Low,12
Wednesday,Drizzle,290.91,1.05,No,residential,8,Medium,6
Friday,Clouds,290.98,0.09,No,office,9,Medium,6
Thursday,Clear,310.01,0.0,No,mall,18,Medium,17
Tuesday,Clear,296.62,0.0,No,market,12,Low,11
Friday,Clear,307.12,0.0,No,office,8,Medium,6
Thursday,Rain,299.11,1.61,No,office,8,High,5
Sunday,Clear,298.89,0.0,No,office,10,Low,10
Monday,Clouds,299.41,0.01,No,office,10,Medium,8
Saturday,Clear,310.13,0.0,No,station,6,Low,6
Saturday,Rain,285.24,2.19,No,market,18,High,15
Friday,Clear,303.93,0.0,No,office,8,Medium,5
Wednesday,Rain,298.71,0.64,No,station,6,Low,3
Saturday,Haze,300.06,0.0,No,office,11,Low,11
Tuesday,Clear,311.34,0.0,No,mall,21,Medium,20
Saturday,Clear,298.57,0.0,No,market,17,Medium,15
Sunday,Drizzle,286.49,0.6,No,office,10,Medium,8
Monday,Fog,290.45,0.0,No,station,18,Medium,15
Friday,Clear,302.24,0.0,No,office,10,Medium,7
Tuesday,Rain,287.0,1.16,No,market,11,Medium,9
Tuesday,Clouds,292.13,0.09,No,market,20,Medium,17
Friday,Rain,294.4,1.02,No,market,17,Medium,14
Tuesday,Clouds,297.69,0.0,No,market,18,Medium,15
Tuesday,Thunderstorm,299.81,2.69,Yes,office,9,High,6
Thursday,Clouds,304.32,0.03,Yes,residential,8,Low,8
Friday,Rain,289.05,0.56,No,station,8,Medium,5
Thursday,Clouds,293.27,0.04,Yes,office,8,Medium,6
Tuesday,Rain,300.4,1.87,No,office,8,High,5
Monday,Thunderstorm,291.82,2.59,No,station,7,High,4
Tuesday,Haze,288.33,0.0,No,mall,18,Medium,17
Tuesday,Clouds,292.77,0.09,Yes,office,8,Medium,6
Wednesday,Thunderstorm,290.92,1.25,No,market,18,Medium,15
Friday,Clear,308.6,0.0,No,office,10,Medium,7
Tuesday,Haze,300.22,0.0,No,market,18,Medium,16
Sunday,Clouds,295.25,0.07,No,mall,12,Medium,11
Wednesday,Haze,294.06,0.0,No,residential,17,Medium,16
Thursday,Clear,300.91,0.0,No,market,18,Medium,16
Monday,Clear,301.47,0.0,No,mall,20,Medium,18
Tuesday,Clear,295.06,0.0,No,residential,19,Low,19
Saturday,Rain,288.89,0.51,No,mall,21,Medium,18
Tuesday,Clear,307.1,0.0,No,office,8,Medium,6
Saturday,Clear,297.2,0.0,No,mall,19,Medium,17
Thursday,Haze,285.79,0.0,No,office,8,Medium,5
Sunday,Clear,305.11,0.0,No,mall,13,Medium,12
Saturday,Clouds,294.02,0.16,No,office,10,Low,10
Friday,Haze,296.78,0.0,No,residential,8,Medium,7
Friday,Clouds,300.78,0.17,No,mall,11,Low,11
Saturday,Clouds,299.49,0.07,No,market,18,Medium,16
Tuesday,Drizzle,290.12,1.08,No,mall,18,Medium,16
Friday,Drizzle,290.81,0.64,No,residential,9,Medium,7
Wednesday,Clear,302.65,0.0,No,office,10,Medium,8
Wednesday,Rain,297.53,0.64,No,station,19,Medium,16
Thursday,Clear,295.13,0.0,No,office,9,Medium,6
Tuesday,Clouds,299.39,0.04,No,station,8,Medium,6
Friday,Rain,289.18,0.96,No,office,8,Medium,5
Thursday,Haze,291.68,0.0,No,market,18,Medium,15
Monday,Clear,309.62,0.0,No,mall,11,Low,11
Sunday,Clear,302.54,0.0,No,mall,17,Medium,15
Monday,Clear,308.21,0.0,No,office,8,Medium,6
Wednesday,Clear,296.21,0.0,No,office,10,Medium,8
Monday,Rain,296.81,1.21,Yes,residential,19,Medium,17
Wednesday,Clouds,296.8,0.18,No,residential,18,Low,18
Wednesday,Clouds,293.71,0.11,No,mall,13,Low,13
Monday,Clear,298.43,0.0,No,mall,21,Medium,19
Friday,Clear,312.66,0.0,No,market,19,Medium,16
Monday,Clear,294.86,0.0,No,residential,17,Low,17
Sunday,Clouds,305.3,0.06,No,market,17,Medium,15
Wednesday,Clouds,298.1,0.08,No,mall,20,Medium,19
Wednesday,Haze,287.88,0.0,No,residential,17,Medium,16
Saturday,Clear,299.8,0.0,No,market,17,Medium,14
Monday,Haze,294.03,0.0,No,office,9,Medium,7
Monday,Clear,299.15,0.0,No,office,10,Medium,8
Friday,Clouds,303.28,0.16,No,office,9,Medium,6
Thursday,Clear,310.48,0.0,No,mall,11,Low,11
Friday,Clouds,299.65,0.06,No,mall,13,Low,13
Thursday,Clear,293.24,0.0,No,market,12,Low,12
Tuesday,Rain,293.19,2.1,No,market,19,Medium,16
Friday,Haze,298.36,0.0,Yes,office,10,Medium,8
Wednesday,Clear,302.77,0.0,No,office,9,Medium,6
Friday,Clouds,305.41,0.05,No,office,9,Medium,7
Wednesday,Rain,301.37,1.1,No,mall,21,Medium,18
Saturday,Fog,284.66,0.0,No,office,11,Low,10
Wednesday,Clouds,303.88,0.15,No,office,8,Medium,6
Monday,Clouds,291.87,0.16,No,mall,13,Low,13
Friday,Clear,312.53,0.0,No,residential,19,Low,18
Monday,Haze,292.11,0.0,No,station,7,Medium,5
Tuesday,Haze,285.36,0.0,No,mall,21,Medium,20
Thursday,Clouds,305.09,0.1,No,office,8,Medium,6
Friday,Clouds,298.62,0.07,No,residential,20,Low,20
Friday,Clouds,302.77,0.11,No,market,10,Low,10
Friday,Thunderstorm,287.41,2.69,No,residential,20,Medium,18
Saturday,Clear,295.76,0.0,No,market,19,Medium,16
Monday,Fog,289.71,0.0,No,residential,19,Medium,16
Friday,Clouds,293.18,0.01,No,mall,20,Medium,19
Thursday,Clouds,306.04,0.12,No,station,6,Low,5
Friday,Clouds,299.55,0.08,No,residential,9,Low,9
Friday,Clouds,305.55,0.0,No,office,8,Medium,6
Thursday,Clear,293.6,0.0,No,office,10,Medium,8
Sunday,Drizzle,290.54,1.19,No,office,10,Medium,8
Monday,Clouds,306.9,0.12,No,mall,20,Medium,19
Saturday,Clouds,306.94,0.11,No,mall,11,Low,11
Tuesday,Fog,288.22,0.0,No,station,19,Medium,16
Friday,Haze,296.85,0.0,No,market,19,Medium,17
Wednesday,Clouds,296.41,0.13,No,mall,11,Low,11
Wednesday,Clear,306.01,0.0,No,residential,7,Low,7
Sunday,Clear,296.99,0.0,No,residential,8,Low,8
Monday,Drizzle,292.18,0.5,No,office,10,Medium,7
Tuesday,Clouds,305.27,0.19,No,mall,11,Low,11
Wednesday,Clouds,301.07,0.15,No,residential,19,Low,19
Friday,Clouds,298.78,0.13,No,office,8,Medium,6
Friday,Clear,301.38,0.0,Yes,mall,18,Medium,16
Friday,Rain,287.92,1.3,No,station,17,High,14
Thursday,Clear,295.4,0.0,Yes,residential,7,Low,7
Sunday,Clear,297.37,0.0,No,mall,18,Medium,15
Thursday,Clear,303.44,0.0,No,office,9,Medium,6
Saturday,Fog,283.13,0.0,No,office,10,Medium,8
Tuesday,Clear,304.93,0.0,No,residential,18,Low,18
Sunday,Clear,304.03,0.0,No,mall,17,Medium,14
Wednesday,Clear,305.2,0.0,No,market,19,Medium,16
Monday,Clear,299.36,0.0,No,station,8,Medium,6
Monday,Clear,308.08,0.0,No,mall,20,Medium,18
Friday,Haze,300.53,0.0,No,market,12,Low,12
Saturday,Clear,300.05,0.0,No,station,18,Low,17
Sunday,Clear,307.25,0.0,No,office,11,Low,11
Sunday,Clouds,303.72,0.12,No,office,10,Low,9
Tuesday,Clouds,299.64,0.1,No,office,9,Medium,7
Monday,Clear,303.49,0.0,No,office,9,Medium,6
Thursday,Clouds,291.24,0.09,No,office,9,Medium,6
Tuesday,Haze,294.44,0.0,No,station,17,Medium,15
Thursday,Drizzle,294.22,0.42,No,market,20,Medium,17
Saturday,Fog,285.31,0.0,No,mall,21,Medium,18
Monday,Clouds,290.83,0.19,No,office,9,Medium,7
Monday,Fog,292.66,0.0,No,office,10,Medium,7
Sunday,Clear,294.33,0.0,No,mall,11,Low,10
Sunday,Fog,292.21,0.0,No,office,12,Low,11
Friday,Rain,297.43,1.46,No,residential,7,Medium,5
Monday,Clear,311.02,0.0,No,mall,21,Medium,19
Monday,Haze,298.33,0.0,No,residential,19,Medium,18
Friday,Clear,293.23,0.0,No,residential,9,Low,9
Monday,Rain,285.53,2.09,No,office,9,High,6
Thursday,Drizzle,294.38,0.82,No,market,18,Medium,15
Friday,Clouds,304.95,0.02,No,market,17,Medium,15
Thursday,Clouds,291.71,0.11,No,office,10,Medium,7
Monday,Haze,297.34,0.0,No,market,19,Medium,17
Tuesday,Clouds,292.05,0.03,No,market,12,Low,12
Friday,Rain,286.65,0.59,No,mall,19,Medium,17
Friday,Clear,301.38,0.0,No,office,9,Medium,7
Sunday,Rain,297.65,1.49,No,office,11,Medium,9
Thursday,Clear,298.97,0.0,No,office,9,Medium,7
Saturday,Clear,305.18,0.0,No,office,11,Low,10
Wednesday,Rain,298.17,1.04,No,mall,20,Medium,18
Friday,Clear,308.14,0.0,No,mall,19,Medium,17
Thursday,Clouds,303.28,0.07,No,station,19,Medium,17
Sunday,Haze,286.26,0.0,No,office,12,Low,12
Sunday,Clouds,296.02,0.0,No,office,10,Low,10
Friday,Rain,292.68,0.96,No,market,12,Low,10
Friday,Rain,285.8,1.34,No,office,8,High,5
Tuesday,Fog,283.47,0.0,No,residential,7,Medium,5
Sunday,Haze,297.62,0.0,No,station,7,Medium,6
Monday,Clouds,296.69,0.03,No,residential,10,Low,10
Tuesday,Haze,289.46,0.0,No,mall,20,Medium,19
Friday,Clear,299.43,0.0,No,residential,7,Low,7
Monday,Haze,296.35,0.0,No,station,8,Medium,6
Friday,Clear,294.11,0.0,No,mall,20,Medium,18
Tuesday,Rain,300.3,1.8,No,market,18,Medium,15
Monday,Clouds,306.87,0.01,No,market,18,Medium,16
Thursday,Rain,286.34,0.84,No,residential,17,Medium,15
Saturday,Clear,298.51,0.0,No,mall,12,Medium,11
Wednesday,Clear,295.39,0.0,No,market,11,Low,10
Monday,Haze,287.54,0.0,Yes,station,19,High,16
Thursday,Clouds,306.18,0.07,No,mall,11,Low,10
Friday,Rain,296.54,1.65,No,station,6,Low,4
Monday,Clouds,291.25,0.12,No,market,12,Low,12
Thursday,Rain,301.96,0.72,No,mall,21,Medium,19
Wednesday,Rain,291.18,2.16,No,market,17,Medium,14
Monday,Clear,302.72,0.0,No,residential,7,Low,6
Monday,Clouds,295.62,0.16,No,station,18,Medium,16
Wednesday,Clouds,292.2,0.11,No,office,8,Medium,5
